,image,label
0,images/7594.jpg,oxydendrum_arboreum
1,images/8991.jpg,amelanchier_canadensis
2,images/3978.jpg,crataegus_viridis
3,images/4773.jpg,pinus_pungens
4,images/13726.jpg,quercus_imbricaria
5,images/6857.jpg,eucommia_ulmoides
6,images/4447.jpg,magnolia_virginiana
7,images/2994.jpg,pinus_nigra
8,images/11821.jpg,salix_nigra
9,images/2779.jpg,juglans_nigra
10,images/18345.jpg,ptelea_trifoliata
11,images/506.jpg,asimina_triloba
12,images/6465.jpg,pinus_koraiensis
13,images/2126.jpg,chamaecyparis_thyoides
14,images/12739.jpg,quercus_phellos
15,images/11334.jpg,quercus_acutissima
16,images/14386.jpg,zelkova_serrata
17,images/226.jpg,prunus_virginiana
18,images/6070.jpg,koelreuteria_paniculata
19,images/11569.jpg,tsuga_canadensis
20,images/7799.jpg,amelanchier_laevis
21,images/3184.jpg,abies_concolor
22,images/11865.jpg,aesculus_glabra
23,images/4367.jpg,fraxinus_pennsylvanica
24,images/7469.jpg,asimina_triloba
25,images/12369.jpg,cladrastis_lutea
26,images/411.jpg,prunus_sargentii
27,images/14421.jpg,magnolia_virginiana
28,images/898.jpg,broussonettia_papyrifera
29,images/17307.jpg,ptelea_trifoliata
30,images/18184.jpg,chamaecyparis_thyoides
31,images/6715.jpg,pinus_densiflora
32,images/16022.jpg,maclura_pomifera
33,images/7675.jpg,carya_ovata
34,images/17899.jpg,magnolia_grandiflora
35,images/13230.jpg,betula_lenta
36,images/3841.jpg,picea_orientalis
37,images/13418.jpg,populus_deltoides
38,images/14133.jpg,crataegus_crus-galli
39,images/1274.jpg,maclura_pomifera
40,images/13175.jpg,quercus_phellos
41,images/1559.jpg,populus_deltoides
42,images/14185.jpg,quercus_montana
43,images/5969.jpg,ulmus_pumila
44,images/7916.jpg,quercus_nigra
45,images/692.jpg,cornus_mas
46,images/4449.jpg,pinus_rigida
47,images/17863.jpg,tilia_cordata
48,images/2365.jpg,liquidambar_styraciflua
49,images/12815.jpg,amelanchier_laevis
50,images/14588.jpg,gleditsia_triacanthos
51,images/13099.jpg,pinus_cembra
52,images/15293.jpg,castanea_dentata
53,images/4100.jpg,prunus_pensylvanica
54,images/17065.jpg,prunus_serrulata
55,images/15721.jpg,tilia_americana
56,images/16775.jpg,cryptomeria_japonica
57,images/11533.jpg,fraxinus_nigra
58,images/14829.jpg,celtis_tenuifolia
59,images/3583.jpg,crataegus_pruinosa
60,images/7832.jpg,salix_caroliniana
61,images/14165.jpg,gleditsia_triacanthos
62,images/8077.jpg,picea_pungens
63,images/13397.jpg,pinus_flexilis
64,images/10200.jpg,populus_deltoides
65,images/10521.jpg,ulmus_pumila
66,images/17882.jpg,malus_pumila
67,images/7028.jpg,ulmus_rubra
68,images/12642.jpg,tilia_europaea
69,images/14292.jpg,juniperus_virginiana
70,images/15611.jpg,quercus_macrocarpa
71,images/15580.jpg,prunus_serotina
72,images/10099.jpg,acer_saccharinum
73,images/5238.jpg,metasequoia_glyptostroboides
74,images/3068.jpg,pinus_wallichiana
75,images/2123.jpg,larix_decidua
76,images/3988.jpg,quercus_phellos
77,images/17007.jpg,crataegus_pruinosa
78,images/2051.jpg,liriodendron_tulipifera
79,images/13046.jpg,cercis_canadensis
80,images/11990.jpg,pinus_parviflora
81,images/13941.jpg,catalpa_speciosa
82,images/2305.jpg,quercus_alba
83,images/5186.jpg,ulmus_pumila
84,images/8163.jpg,carya_cordiformis
85,images/4031.jpg,morus_rubra
86,images/8023.jpg,fraxinus_nigra
87,images/1045.jpg,populus_deltoides
88,images/14849.jpg,acer_campestre
89,images/15040.jpg,carya_tomentosa
90,images/15036.jpg,sassafras_albidum
91,images/1900.jpg,maclura_pomifera
92,images/9931.jpg,betula_alleghaniensis
93,images/7843.jpg,quercus_virginiana
94,images/9600.jpg,diospyros_virginiana
95,images/4115.jpg,betula_lenta
96,images/15798.jpg,quercus_nigra
97,images/9411.jpg,quercus_marilandica
98,images/1478.jpg,acer_negundo
99,images/117.jpg,diospyros_virginiana
100,images/17754.jpg,quercus_virginiana
101,images/5382.jpg,ulmus_pumila
102,images/12145.jpg,chamaecyparis_pisifera
103,images/3104.jpg,ulmus_pumila
104,images/2175.jpg,platanus_occidentalis
105,images/9764.jpg,magnolia_denudata
106,images/12640.jpg,chamaecyparis_pisifera
107,images/16537.jpg,tsuga_canadensis
108,images/14935.jpg,salix_matsudana
109,images/4621.jpg,picea_orientalis
110,images/15392.jpg,cedrus_deodara
111,images/14673.jpg,liquidambar_styraciflua
112,images/7364.jpg,carya_cordiformis
113,images/18341.jpg,metasequoia_glyptostroboides
114,images/47.jpg,prunus_virginiana
115,images/4613.jpg,amelanchier_arborea
116,images/17039.jpg,cornus_mas
117,images/4175.jpg,pinus_taeda
118,images/3039.jpg,gleditsia_triacanthos
119,images/7919.jpg,ailanthus_altissima
120,images/13845.jpg,ilex_opaca
121,images/17137.jpg,pinus_resinosa
122,images/7810.jpg,malus_baccata
123,images/6041.jpg,ailanthus_altissima
124,images/1885.jpg,pinus_flexilis
125,images/13578.jpg,quercus_bicolor
126,images/12839.jpg,crataegus_viridis
127,images/3723.jpg,salix_caroliniana
128,images/7258.jpg,magnolia_denudata
129,images/3809.jpg,pinus_virginiana
130,images/13137.jpg,salix_matsudana
131,images/3335.jpg,crataegus_laevigata
132,images/5595.jpg,carya_cordiformis
133,images/2370.jpg,quercus_stellata
134,images/13338.jpg,malus_floribunda
135,images/3541.jpg,pinus_pungens
136,images/2396.jpg,juglans_cinerea
137,images/14490.jpg,acer_palmatum
138,images/3537.jpg,platanus_occidentalis
139,images/5521.jpg,quercus_acutissima
140,images/8029.jpg,aesculus_pavi
141,images/7263.jpg,catalpa_speciosa
142,images/14359.jpg,cedrus_libani
143,images/9241.jpg,crataegus_phaenopyrum
144,images/14954.jpg,castanea_dentata
145,images/1817.jpg,nyssa_sylvatica
146,images/10381.jpg,cornus_florida
147,images/2262.jpg,ulmus_pumila
148,images/9145.jpg,larix_decidua
149,images/17485.jpg,liriodendron_tulipifera
150,images/12250.jpg,cornus_kousa
151,images/17488.jpg,magnolia_stellata
152,images/8454.jpg,abies_concolor
153,images/708.jpg,prunus_sargentii
154,images/6119.jpg,betula_populifolia
155,images/1666.jpg,quercus_virginiana
156,images/4345.jpg,magnolia_virginiana
157,images/14086.jpg,tilia_tomentosa
158,images/15530.jpg,quercus_muehlenbergii
159,images/3395.jpg,quercus_macrocarpa
160,images/17196.jpg,acer_saccharinum
161,images/13029.jpg,broussonettia_papyrifera
162,images/14014.jpg,cercis_canadensis
163,images/11215.jpg,quercus_muehlenbergii
164,images/17251.jpg,magnolia_denudata
165,images/3062.jpg,acer_negundo
166,images/2720.jpg,picea_abies
167,images/16665.jpg,catalpa_bignonioides
168,images/5607.jpg,aesculus_hippocastamon
169,images/17766.jpg,tilia_cordata
170,images/15861.jpg,salix_babylonica
171,images/9132.jpg,evodia_daniellii
172,images/9175.jpg,maclura_pomifera
173,images/16586.jpg,pinus_resinosa
174,images/14956.jpg,abies_concolor
175,images/6485.jpg,pinus_cembra
176,images/17161.jpg,magnolia_macrophylla
177,images/12043.jpg,sassafras_albidum
178,images/14552.jpg,quercus_imbricaria
179,images/847.jpg,populus_deltoides
180,images/17623.jpg,malus_floribunda
181,images/11012.jpg,crataegus_pruinosa
182,images/1742.jpg,pseudolarix_amabilis
183,images/9948.jpg,amelanchier_canadensis
184,images/10145.jpg,betula_alleghaniensis
185,images/537.jpg,pinus_bungeana
186,images/13703.jpg,acer_saccharum
187,images/257.jpg,prunus_sargentii
188,images/18238.jpg,asimina_triloba
189,images/5303.jpg,malus_baccata
190,images/10544.jpg,celtis_tenuifolia
191,images/14870.jpg,acer_campestre
192,images/463.jpg,koelreuteria_paniculata
193,images/15434.jpg,tilia_tomentosa
194,images/5850.jpg,prunus_sargentii
195,images/6004.jpg,liriodendron_tulipifera
196,images/3166.jpg,diospyros_virginiana
197,images/13751.jpg,pinus_cembra
198,images/8038.jpg,pinus_flexilis
199,images/17022.jpg,cladrastis_lutea
200,images/5503.jpg,acer_pensylvanicum
201,images/804.jpg,pinus_rigida
202,images/12251.jpg,aesculus_hippocastamon
203,images/9749.jpg,salix_caroliniana
204,images/3904.jpg,stewartia_pseudocamellia
205,images/15918.jpg,quercus_imbricaria
206,images/1530.jpg,picea_abies
207,images/15470.jpg,ulmus_pumila
208,images/3133.jpg,crataegus_phaenopyrum
209,images/15823.jpg,juglans_nigra
210,images/14678.jpg,aesculus_pavi
211,images/2792.jpg,juglans_nigra
212,images/18193.jpg,morus_rubra
213,images/11826.jpg,pinus_sylvestris
214,images/5107.jpg,cornus_kousa
215,images/5665.jpg,pyrus_calleryana
216,images/15112.jpg,sassafras_albidum
217,images/7449.jpg,crataegus_viridis
218,images/6167.jpg,cedrus_atlantica
219,images/12726.jpg,quercus_palustris
220,images/9300.jpg,quercus_coccinea
221,images/17344.jpg,magnolia_grandiflora
222,images/5486.jpg,morus_rubra
223,images/8410.jpg,acer_pensylvanicum
224,images/1396.jpg,liquidambar_styraciflua
225,images/10548.jpg,staphylea_trifolia
226,images/13600.jpg,fagus_grandifolia
227,images/6032.jpg,prunus_subhirtella
228,images/18151.jpg,magnolia_stellata
229,images/1297.jpg,asimina_triloba
230,images/7087.jpg,larix_decidua
231,images/5703.jpg,quercus_cerris
232,images/6535.jpg,aesculus_flava
233,images/1805.jpg,pyrus_calleryana
234,images/5630.jpg,carya_cordiformis
235,images/9754.jpg,paulownia_tomentosa
236,images/11005.jpg,betula_populifolia
237,images/2322.jpg,gleditsia_triacanthos
238,images/12060.jpg,magnolia_stellata
239,images/11590.jpg,catalpa_bignonioides
240,images/16419.jpg,paulownia_tomentosa
241,images/2940.jpg,ulmus_americana
242,images/12570.jpg,prunus_virginiana
243,images/9883.jpg,pinus_thunbergii
244,images/14608.jpg,pinus_sylvestris
245,images/11933.jpg,ulmus_americana
246,images/12751.jpg,morus_rubra
247,images/7625.jpg,asimina_triloba
248,images/17759.jpg,betula_jacqemontii
249,images/10860.jpg,quercus_acutissima
250,images/7663.jpg,larix_decidua
251,images/15663.jpg,ulmus_pumila
252,images/17949.jpg,crataegus_phaenopyrum
253,images/2358.jpg,ptelea_trifoliata
254,images/10457.jpg,evodia_daniellii
255,images/2152.jpg,ulmus_pumila
256,images/15636.jpg,taxodium_distichum
257,images/5462.jpg,malus_pumila
258,images/4116.jpg,malus_floribunda
259,images/17393.jpg,paulownia_tomentosa
260,images/13793.jpg,quercus_montana
261,images/16546.jpg,picea_pungens
262,images/1020.jpg,carya_cordiformis
263,images/5901.jpg,quercus_bicolor
264,images/4766.jpg,prunus_virginiana
265,images/2794.jpg,quercus_muehlenbergii
266,images/2038.jpg,pyrus_calleryana
267,images/12473.jpg,quercus_macrocarpa
268,images/4310.jpg,ilex_opaca
269,images/4491.jpg,metasequoia_glyptostroboides
270,images/13916.jpg,tilia_americana
271,images/811.jpg,taxodium_distichum
272,images/573.jpg,quercus_velutina
273,images/1854.jpg,abies_concolor
274,images/9427.jpg,pinus_peucea
275,images/1292.jpg,platanus_occidentalis
276,images/7550.jpg,crataegus_phaenopyrum
277,images/16642.jpg,catalpa_speciosa
278,images/17999.jpg,tilia_tomentosa
279,images/6605.jpg,taxodium_distichum
280,images/6161.jpg,pinus_densiflora
281,images/1972.jpg,acer_palmatum
282,images/5836.jpg,ailanthus_altissima
283,images/4347.jpg,quercus_stellata
284,images/9981.jpg,quercus_montana
285,images/5485.jpg,ginkgo_biloba
286,images/13627.jpg,pinus_echinata
287,images/10242.jpg,acer_campestre
288,images/3416.jpg,acer_platanoides
289,images/12878.jpg,salix_nigra
290,images/12364.jpg,salix_caroliniana
291,images/2679.jpg,metasequoia_glyptostroboides
292,images/2018.jpg,pyrus_calleryana
293,images/13657.jpg,cedrus_libani
294,images/17732.jpg,metasequoia_glyptostroboides
295,images/1982.jpg,salix_caroliniana
296,images/16952.jpg,celtis_tenuifolia
297,images/8629.jpg,tilia_cordata
298,images/2007.jpg,prunus_pensylvanica
299,images/4897.jpg,cladrastis_lutea
300,images/9739.jpg,magnolia_stellata
301,images/17578.jpg,taxodium_distichum
302,images/1231.jpg,maclura_pomifera
303,images/16018.jpg,acer_campestre
304,images/6951.jpg,populus_tremuloides
305,images/8820.jpg,picea_orientalis
306,images/11606.jpg,castanea_dentata
307,images/16717.jpg,salix_matsudana
308,images/17374.jpg,castanea_dentata
309,images/13807.jpg,pinus_rigida
310,images/5206.jpg,paulownia_tomentosa
311,images/7399.jpg,asimina_triloba
312,images/11081.jpg,tsuga_canadensis
313,images/5058.jpg,acer_saccharum
314,images/8149.jpg,cornus_kousa
315,images/6377.jpg,ulmus_americana
316,images/14791.jpg,platanus_occidentalis
317,images/1340.jpg,pinus_densiflora
318,images/12918.jpg,pinus_koraiensis
319,images/14716.jpg,cedrus_deodara
320,images/10780.jpg,ulmus_rubra
321,images/14373.jpg,ulmus_rubra
322,images/14032.jpg,celtis_tenuifolia
323,images/17199.jpg,picea_orientalis
324,images/9980.jpg,ostrya_virginiana
325,images/13172.jpg,robinia_pseudo-acacia
326,images/12202.jpg,stewartia_pseudocamellia
327,images/194.jpg,ptelea_trifoliata
328,images/8469.jpg,robinia_pseudo-acacia
329,images/3925.jpg,platanus_acerifolia
330,images/1387.jpg,carya_cordiformis
331,images/18024.jpg,maclura_pomifera
332,images/7262.jpg,pinus_resinosa
333,images/430.jpg,catalpa_speciosa
334,images/9676.jpg,prunus_pensylvanica
335,images/8043.jpg,koelreuteria_paniculata
336,images/2033.jpg,styrax_japonica
337,images/1436.jpg,pinus_nigra
338,images/13135.jpg,tsuga_canadensis
339,images/14867.jpg,halesia_tetraptera
340,images/11872.jpg,salix_nigra
341,images/6906.jpg,pinus_cembra
342,images/10204.jpg,cornus_mas
343,images/14646.jpg,morus_rubra
344,images/3814.jpg,magnolia_stellata
345,images/8620.jpg,pinus_koraiensis
346,images/1123.jpg,fraxinus_nigra
347,images/1062.jpg,catalpa_speciosa
348,images/14234.jpg,liriodendron_tulipifera
349,images/15668.jpg,chamaecyparis_thyoides
350,images/11925.jpg,catalpa_speciosa
351,images/1500.jpg,quercus_velutina
352,images/9997.jpg,pinus_cembra
353,images/6512.jpg,pinus_resinosa
354,images/1172.jpg,carya_glabra
355,images/6732.jpg,pinus_flexilis
356,images/16983.jpg,broussonettia_papyrifera
357,images/7236.jpg,ostrya_virginiana
358,images/16154.jpg,betula_alleghaniensis
359,images/2768.jpg,malus_pumila
360,images/1550.jpg,carya_cordiformis
361,images/15825.jpg,fraxinus_nigra
362,images/3150.jpg,quercus_bicolor
363,images/8870.jpg,magnolia_stellata
364,images/10399.jpg,acer_saccharinum
365,images/10245.jpg,betula_lenta
366,images/4837.jpg,quercus_shumardii
367,images/9428.jpg,sassafras_albidum
368,images/2692.jpg,castanea_dentata
369,images/3279.jpg,phellodendron_amurense
370,images/16814.jpg,stewartia_pseudocamellia
371,images/171.jpg,asimina_triloba
372,images/12547.jpg,diospyros_virginiana
373,images/7697.jpg,prunus_yedoensis
374,images/17291.jpg,tilia_europaea
375,images/2268.jpg,salix_matsudana
376,images/2934.jpg,chionanthus_virginicus
377,images/15783.jpg,betula_nigra
378,images/8345.jpg,eucommia_ulmoides
379,images/11547.jpg,juglans_nigra
380,images/11382.jpg,quercus_imbricaria
381,images/10075.jpg,cornus_florida
382,images/15282.jpg,pinus_koraiensis
383,images/14434.jpg,betula_nigra
384,images/17313.jpg,cercidiphyllum_japonicum
385,images/16204.jpg,prunus_pensylvanica
386,images/4101.jpg,prunus_sargentii
387,images/11924.jpg,crataegus_laevigata
388,images/11927.jpg,catalpa_bignonioides
389,images/13936.jpg,fraxinus_nigra
390,images/14297.jpg,quercus_stellata
391,images/14992.jpg,prunus_serotina
392,images/1956.jpg,quercus_marilandica
393,images/6856.jpg,tilia_europaea
394,images/7654.jpg,gleditsia_triacanthos
395,images/16943.jpg,acer_pseudoplatanus
396,images/8950.jpg,celtis_tenuifolia
397,images/10150.jpg,quercus_shumardii
398,images/10802.jpg,prunus_sargentii
399,images/15089.jpg,quercus_imbricaria
400,images/3015.jpg,carpinus_caroliniana
401,images/10401.jpg,magnolia_virginiana
402,images/14862.jpg,pseudolarix_amabilis
403,images/10717.jpg,quercus_virginiana
404,images/16856.jpg,quercus_robur
405,images/2241.jpg,salix_babylonica
406,images/5786.jpg,quercus_muehlenbergii
407,images/13439.jpg,betula_nigra
408,images/9001.jpg,quercus_montana
409,images/752.jpg,acer_rubrum
410,images/10792.jpg,malus_floribunda
411,images/10461.jpg,chionanthus_retusus
412,images/16348.jpg,gleditsia_triacanthos
413,images/14794.jpg,prunus_virginiana
414,images/17615.jpg,carpinus_betulus
415,images/5628.jpg,pinus_flexilis
416,images/2568.jpg,phellodendron_amurense
417,images/16182.jpg,juglans_nigra
418,images/18332.jpg,aesculus_pavi
419,images/13894.jpg,eucommia_ulmoides
420,images/9353.jpg,quercus_bicolor
421,images/10549.jpg,quercus_alba
422,images/7338.jpg,pinus_densiflora
423,images/3032.jpg,carya_cordiformis
